date,region,crop,price_inr_qtl
2025-08-19,Ashta,Wheat,2229.36
2025-08-20,Ashta,Wheat,2207.89
2025-08-21,Ashta,Wheat,2190.73
2025-08-22,Ashta,Wheat,2204.95
2025-08-23,Ashta,Wheat,2148.37
2025-08-24,Ashta,Wheat,2222.41
2025-08-25,Ashta,Wheat,2240.26
2025-08-26,Ashta,Wheat,2114.75
2025-08-27,Ashta,Wheat,2258.43
2025-08-28,Ashta,Wheat,2186.46
2025-08-29,Ashta,Wheat,2142.04
2025-08-30,Ashta,Wheat,2174.71
2025-08-31,Ashta,Wheat,2242.39
2025-09-01,Ashta,Wheat,2196.4
2025-09-02,Ashta,Wheat,2043.06
2025-09-03,Ashta,Wheat,2098.69
2025-09-04,Ashta,Wheat,2131.55
2025-09-05,Ashta,Wheat,2089.49
2025-09-06,Ashta,Wheat,2100.53
2025-09-07,Ashta,Wheat,2154.79
2025-09-08,Ashta,Wheat,2170.25
2025-09-09,Ashta,Wheat,2215.81
2025-09-10,Ashta,Wheat,2119.17
2025-09-11,Ashta,Wheat,2118.02
2025-09-12,Ashta,Wheat,2049.43
2025-09-13,Ashta,Wheat,2178.69
2025-09-14,Ashta,Wheat,2148.13
2025-09-15,Ashta,Wheat,2090.99
2025-09-16,Ashta,Wheat,2093.06
2025-09-17,Ashta,Wheat,2092.62
2025-09-18,Ashta,Wheat,2179.82
2025-09-19,Ashta,Wheat,2118.52
2025-09-20,Ashta,Wheat,2183.58
2025-09-21,Ashta,Wheat,2094.38
2025-09-22,Ashta,Wheat,2113.36
2025-09-23,Ashta,Wheat,2029.85
2025-09-24,Ashta,Wheat,2067.9
2025-09-25,Ashta,Wheat,2110.39
2025-09-26,Ashta,Wheat,2146.26
2025-09-27,Ashta,Wheat,2130.27
2025-09-28,Ashta,Wheat,2134.9
2025-09-29,Ashta,Wheat,2087.62
2025-09-30,Ashta,Wheat,2129.67
2025-10-01,Ashta,Wheat,2116.37
2025-10-02,Ashta,Wheat,2080.92
2025-10-03,Ashta,Wheat,2056.02
2025-10-04,Ashta,Wheat,2188.53
2025-10-05,Ashta,Wheat,2132.42
2025-10-06,Ashta,Wheat,2056.83
2025-10-07,Ashta,Wheat,2187.21
2025-10-08,Ashta,Wheat,2139.76
2025-10-09,Ashta,Wheat,2215.04
2025-10-10,Ashta,Wheat,2121.89
2025-10-11,Ashta,Wheat,2135.06
2025-10-12,Ashta,Wheat,2159.99
2025-10-13,Ashta,Wheat,2110.62
2025-10-14,Ashta,Wheat,2250.91
2025-10-15,Ashta,Wheat,2177.91
2025-10-16,Ashta,Wheat,2257.9
2025-10-17,Ashta,Wheat,2145.63
2025-10-18,Ashta,Wheat,2213.31
2025-10-19,Ashta,Wheat,2167.35
2025-10-20,Ashta,Wheat,2202.39
2025-10-21,Ashta,Wheat,2158.76
2025-10-22,Ashta,Wheat,2186.46
2025-10-23,Ashta,Wheat,2294.63
2025-10-24,Ashta,Wheat,2248.13
2025-10-25,Ashta,Wheat,2230.12
2025-10-26,Ashta,Wheat,2232.17
2025-10-27,Ashta,Wheat,2260.16
2025-10-28,Ashta,Wheat,2303.13
2025-10-29,Ashta,Wheat,2308.42
2025-10-30,Ashta,Wheat,2297.6
2025-10-31,Ashta,Wheat,2328.59
2025-11-01,Ashta,Wheat,2355.91
2025-11-02,Ashta,Wheat,2331.52
2025-11-03,Ashta,Wheat,2326.59
2025-11-04,Ashta,Wheat,2341.67
2025-11-05,Ashta,Wheat,2383.39
2025-11-06,Ashta,Wheat,2332.29
2025-11-07,Ashta,Wheat,2401.04
2025-11-08,Ashta,Wheat,2300.0
2025-11-09,Ashta,Wheat,2461.85
2025-11-10,Ashta,Wheat,2390.33
2025-11-11,Ashta,Wheat,2384.87
2025-11-12,Ashta,Wheat,2397.68
2025-11-13,Ashta,Wheat,2452.89
2025-11-14,Ashta,Wheat,2460.36
2025-11-15,Ashta,Wheat,2485.92
2025-11-16,Ashta,Wheat,2436.89
2025-11-17,Ashta,Wheat,2454.33
2025-11-18,Ashta,Wheat,2356.64
2025-11-19,Ashta,Wheat,2457.51
2025-11-20,Ashta,Wheat,2445.12
2025-11-21,Ashta,Wheat,2512.06
2025-11-22,Ashta,Wheat,2432.22
2025-11-23,Ashta,Wheat,2518.75
2025-11-24,Ashta,Wheat,2481.88
2025-11-25,Ashta,Wheat,2431.97
2025-11-26,Ashta,Wheat,2467.09
2025-11-27,Ashta,Wheat,2569.77
2025-11-28,Ashta,Wheat,2544.2
2025-11-29,Ashta,Wheat,2557.09
2025-11-30,Ashta,Wheat,2533.62
2025-12-01,Ashta,Wheat,2437.34
2025-12-02,Ashta,Wheat,2413.57
2025-12-03,Ashta,Wheat,2449.88
2025-12-04,Ashta,Wheat,2491.15
2025-12-05,Ashta,Wheat,2454.93
2025-12-06,Ashta,Wheat,2545.52
2025-12-07,Ashta,Wheat,2537.0
2025-12-08,Ashta,Wheat,2483.65
2025-12-09,Ashta,Wheat,2505.0
2025-12-10,Ashta,Wheat,2494.97
2025-12-11,Ashta,Wheat,2422.36
2025-12-12,Ashta,Wheat,2468.3
2025-12-13,Ashta,Wheat,2508.29
2025-12-14,Ashta,Wheat,2568.46
2025-12-15,Ashta,Wheat,2438.51
2025-12-16,Ashta,Wheat,2489.0
2025-12-17,Ashta,Wheat,2470.08
2025-12-18,Ashta,Wheat,2491.16
2025-12-19,Ashta,Wheat,2444.77
2025-12-20,Ashta,Wheat,2442.33
2025-12-21,Ashta,Wheat,2374.02
2025-12-22,Ashta,Wheat,2386.34
2025-12-23,Ashta,Wheat,2426.71
2025-12-24,Ashta,Wheat,2348.24
2025-12-25,Ashta,Wheat,2476.06
2025-12-26,Ashta,Wheat,2403.65
2025-12-27,Ashta,Wheat,2486.38
2025-12-28,Ashta,Wheat,2417.06
2025-12-29,Ashta,Wheat,2432.37
2025-12-30,Ashta,Wheat,2372.64
2025-12-31,Ashta,Wheat,2350.64
2026-01-01,Ashta,Wheat,2368.15
2026-01-02,Ashta,Wheat,2382.43
2026-01-03,Ashta,Wheat,2323.09
2026-01-04,Ashta,Wheat,2346.19
2026-01-05,Ashta,Wheat,2421.42
2026-01-06,Ashta,Wheat,2437.97
2026-01-07,Ashta,Wheat,2380.64
2026-01-08,Ashta,Wheat,2418.45
2026-01-09,Ashta,Wheat,2354.94
2026-01-10,Ashta,Wheat,2371.79
2026-01-11,Ashta,Wheat,2300.1
2026-01-12,Ashta,Wheat,2332.54
2026-01-13,Ashta,Wheat,2279.52
2026-01-14,Ashta,Wheat,2468.69
2026-01-15,Ashta,Wheat,2283.17
2026-01-16,Ashta,Wheat,2280.83
2026-01-17,Ashta,Wheat,2268.21
2026-01-18,Ashta,Wheat,2213.81
2026-01-19,Ashta,Wheat,2295.49
2026-01-20,Ashta,Wheat,2280.28
2026-01-21,Ashta,Wheat,2291.04
2026-01-22,Ashta,Wheat,2218.2
2026-01-23,Ashta,Wheat,2238.8
2026-01-24,Ashta,Wheat,2239.76
2026-01-25,Ashta,Wheat,2285.11
2026-01-26,Ashta,Wheat,2243.99
2026-01-27,Ashta,Wheat,2191.14
2026-01-28,Ashta,Wheat,2257.66
2026-01-29,Ashta,Wheat,2201.65
2026-01-30,Ashta,Wheat,2235.18
2026-01-31,Ashta,Wheat,2224.11
2026-02-01,Ashta,Wheat,2179.39
2026-02-02,Ashta,Wheat,2317.08
2026-02-03,Ashta,Wheat,2161.43
2026-02-04,Ashta,Wheat,2100.09
2026-02-05,Ashta,Wheat,2267.28
2026-02-06,Ashta,Wheat,2193.82
2026-02-07,Ashta,Wheat,2273.09
2026-02-08,Ashta,Wheat,2167.44
2026-02-09,Ashta,Wheat,2149.27
2026-02-10,Ashta,Wheat,2174.5
2026-02-11,Ashta,Wheat,2228.17
2026-02-12,Ashta,Wheat,2315.93
2026-02-13,Ashta,Wheat,2213.03
2026-02-14,Ashta,Wheat,2194.28
2026-02-15,Ashta,Wheat,2200.25
2026-02-16,Ashta,Wheat,2204.82
2026-02-17,Ashta,Wheat,2225.32
2026-02-18,Ashta,Wheat,2202.05
2026-02-19,Ashta,Wheat,2214.51
2026-02-20,Ashta,Wheat,2268.36
2026-02-21,Ashta,Wheat,2278.99
2026-02-22,Ashta,Wheat,2254.66
2026-02-23,Ashta,Wheat,2249.91
2026-02-24,Ashta,Wheat,2294.25
2026-02-25,Ashta,Wheat,2258.63
2026-02-26,Ashta,Wheat,2338.18
2026-02-27,Ashta,Wheat,2279.37
2026-02-28,Ashta,Wheat,2274.23
2026-03-01,Ashta,Wheat,2312.04
2026-03-02,Ashta,Wheat,2208.51
2026-03-03,Ashta,Wheat,2162.17
2026-03-04,Ashta,Wheat,2348.63
2026-03-05,Ashta,Wheat,2270.25
2026-03-06,Ashta,Wheat,2379.5
2026-03-07,Ashta,Wheat,2341.68
2026-03-08,Ashta,Wheat,2401.03
2026-03-09,Ashta,Wheat,2422.51
2026-03-10,Ashta,Wheat,2472.1
2026-03-11,Ashta,Wheat,2382.77
2026-03-12,Ashta,Wheat,2423.34
2026-03-13,Ashta,Wheat,2429.1
2026-03-14,Ashta,Wheat,2467.61
2026-03-15,Ashta,Wheat,2495.65
2026-03-16,Ashta,Wheat,2385.32
2026-03-17,Ashta,Wheat,2420.67
2026-03-18,Ashta,Wheat,2404.76
2026-03-19,Ashta,Wheat,2395.79
2026-03-20,Ashta,Wheat,2428.19
2026-03-21,Ashta,Wheat,2414.74
2026-03-22,Ashta,Wheat,2380.19
2026-03-23,Ashta,Wheat,2465.88
2026-03-24,Ashta,Wheat,2478.35
2025-06-18,Bhopal,Soybean,5074.49
2025-06-19,Bhopal,Soybean,5105.94
2025-06-20,Bhopal,Soybean,5081.19
2025-06-21,Bhopal,Soybean,5101.99
2025-06-22,Bhopal,Soybean,4983.76
2025-06-23,Bhopal,Soybean,5037.29
2025-06-24,Bhopal,Soybean,4977.97
2025-06-25,Bhopal,Soybean,5097.01
2025-06-26,Bhopal,Soybean,5105.41
2025-06-27,Bhopal,Soybean,5087.15
2025-06-28,Bhopal,Soybean,5133.68
2025-06-29,Bhopal,Soybean,5078.28
2025-06-30,Bhopal,Soybean,5075.29
2025-07-01,Bhopal,Soybean,5137.6
2025-07-02,Bhopal,Soybean,5122.38
2025-07-03,Bhopal,Soybean,5170.48
2025-07-04,Bhopal,Soybean,5065.68
2025-07-05,Bhopal,Soybean,5095.62
2025-07-06,Bhopal,Soybean,5151.86
2025-07-07,Bhopal,Soybean,5129.13
2025-07-08,Bhopal,Soybean,5102.25
2025-07-09,Bhopal,Soybean,5079.59
2025-07-10,Bhopal,Soybean,5079.32
2025-07-11,Bhopal,Soybean,5117.95
2025-07-12,Bhopal,Soybean,5111.81
2025-07-13,Bhopal,Soybean,5149.44
2025-07-14,Bhopal,Soybean,5160.77
2025-07-15,Bhopal,Soybean,5109.01
2025-07-16,Bhopal,Soybean,5078.98
2025-07-17,Bhopal,Soybean,5153.13
2025-07-18,Bhopal,Soybean,5054.08
2025-07-19,Bhopal,Soybean,5101.26
2025-07-20,Bhopal,Soybean,5035.88
2025-07-21,Bhopal,Soybean,5029.33
2025-07-22,Bhopal,Soybean,5065.33
2025-07-23,Bhopal,Soybean,5132.76
2025-07-24,Bhopal,Soybean,5126.81
2025-07-25,Bhopal,Soybean,5014.63
2025-07-26,Bhopal,Soybean,5076.21
2025-07-27,Bhopal,Soybean,5062.8
2025-07-28,Bhopal,Soybean,5030.4
2025-07-29,Bhopal,Soybean,5025.55
2025-07-30,Bhopal,Soybean,4974.77
2025-07-31,Bhopal,Soybean,5141.05
2025-08-01,Bhopal,Soybean,4970.95
2025-08-02,Bhopal,Soybean,4947.21
2025-08-03,Bhopal,Soybean,4987.25
2025-08-04,Bhopal,Soybean,4941.4
2025-08-05,Bhopal,Soybean,5047.82
2025-08-06,Bhopal,Soybean,4907.61
2025-08-07,Bhopal,Soybean,4956.95
2025-08-08,Bhopal,Soybean,4914.84
2025-08-09,Bhopal,Soybean,4891.52
2025-08-10,Bhopal,Soybean,4944.11
2025-08-11,Bhopal,Soybean,4935.54
2025-08-12,Bhopal,Soybean,4916.36
2025-08-13,Bhopal,Soybean,4894.26
2025-08-14,Bhopal,Soybean,4830.52
2025-08-15,Bhopal,Soybean,4882.57
2025-08-16,Bhopal,Soybean,4885.21
2025-08-17,Bhopal,Soybean,4930.89
2025-08-18,Bhopal,Soybean,4914.59
2025-08-19,Bhopal,Soybean,4907.53
2025-08-20,Bhopal,Soybean,4896.8
2025-08-21,Bhopal,Soybean,4805.58
2025-08-22,Bhopal,Soybean,4870.26
2025-08-23,Bhopal,Soybean,4813.95
2025-08-24,Bhopal,Soybean,4937.0
2025-08-25,Bhopal,Soybean,4819.72
2025-08-26,Bhopal,Soybean,4799.01
2025-08-27,Bhopal,Soybean,4766.82
2025-08-28,Bhopal,Soybean,4830.28
2025-08-29,Bhopal,Soybean,4786.24
2025-08-30,Bhopal,Soybean,4827.52
2025-08-31,Bhopal,Soybean,4817.49
2025-09-01,Bhopal,Soybean,4806.36
2025-09-02,Bhopal,Soybean,4845.24
2025-09-03,Bhopal,Soybean,4683.0
2025-09-04,Bhopal,Soybean,4787.57
2025-09-05,Bhopal,Soybean,4776.8
2025-09-06,Bhopal,Soybean,4695.01
2025-09-07,Bhopal,Soybean,4735.82
2025-09-08,Bhopal,Soybean,4706.05
2025-09-09,Bhopal,Soybean,4690.42
2025-09-10,Bhopal,Soybean,4724.11
2025-09-11,Bhopal,Soybean,4747.82
2025-09-12,Bhopal,Soybean,4827.48
2025-09-13,Bhopal,Soybean,4757.06
2025-09-14,Bhopal,Soybean,4795.64
2025-09-15,Bhopal,Soybean,4914.3
2025-09-16,Bhopal,Soybean,4780.56
2025-09-17,Bhopal,Soybean,4747.46
2025-09-18,Bhopal,Soybean,4722.15
2025-09-19,Bhopal,Soybean,4778.81
2025-09-20,Bhopal,Soybean,4735.91
2025-09-21,Bhopal,Soybean,4756.08
2025-09-22,Bhopal,Soybean,4791.56
2025-09-23,Bhopal,Soybean,4818.08
2025-09-24,Bhopal,Soybean,4795.22
2025-09-25,Bhopal,Soybean,4788.72
2025-09-26,Bhopal,Soybean,4775.88
2025-09-27,Bhopal,Soybean,4734.78
2025-09-28,Bhopal,Soybean,4801.27
2025-09-29,Bhopal,Soybean,4802.34
2025-09-30,Bhopal,Soybean,4895.66
2025-10-01,Bhopal,Soybean,4909.49
2025-10-02,Bhopal,Soybean,4858.11
2025-10-03,Bhopal,Soybean,4883.41
2025-10-04,Bhopal,Soybean,4837.05
2025-10-05,Bhopal,Soybean,4850.13
2025-10-06,Bhopal,Soybean,4989.24
2025-10-07,Bhopal,Soybean,4928.93
2025-10-08,Bhopal,Soybean,4921.58
2025-10-09,Bhopal,Soybean,4981.14
2025-10-10,Bhopal,Soybean,4875.67
2025-10-11,Bhopal,Soybean,4946.69
2025-10-12,Bhopal,Soybean,4899.99
2025-10-13,Bhopal,Soybean,4959.0
2025-10-14,Bhopal,Soybean,5012.88
2025-10-15,Bhopal,Soybean,5040.96
2025-10-16,Bhopal,Soybean,4975.6
2025-10-17,Bhopal,Soybean,5057.29
2025-10-18,Bhopal,Soybean,5022.27
2025-10-19,Bhopal,Soybean,4989.99
2025-10-20,Bhopal,Soybean,5027.05
2025-10-21,Bhopal,Soybean,5067.26
2025-10-22,Bhopal,Soybean,5081.28
2025-10-23,Bhopal,Soybean,5080.29
2025-10-24,Bhopal,Soybean,5093.99
2025-10-25,Bhopal,Soybean,5035.88
2025-10-26,Bhopal,Soybean,5018.77
2025-10-27,Bhopal,Soybean,5041.0
2025-10-28,Bhopal,Soybean,5149.92
2025-10-29,Bhopal,Soybean,5126.24
2025-10-30,Bhopal,Soybean,5164.24
2025-10-31,Bhopal,Soybean,5159.05
2025-11-01,Bhopal,Soybean,5135.59
2025-11-02,Bhopal,Soybean,5211.42
2025-11-03,Bhopal,Soybean,5180.14
2025-11-04,Bhopal,Soybean,5129.46
2025-11-05,Bhopal,Soybean,5256.97
2025-11-06,Bhopal,Soybean,5200.19
2025-11-07,Bhopal,Soybean,5212.47
2025-11-08,Bhopal,Soybean,5172.38
2025-11-09,Bhopal,Soybean,5253.51
2025-11-10,Bhopal,Soybean,5195.79
2025-11-11,Bhopal,Soybean,5173.26
2025-11-12,Bhopal,Soybean,5222.67
2025-11-13,Bhopal,Soybean,5214.4
2025-11-14,Bhopal,Soybean,5262.85
2025-11-15,Bhopal,Soybean,5275.63
2025-11-16,Bhopal,Soybean,5220.9
2025-11-17,Bhopal,Soybean,5176.24
2025-11-18,Bhopal,Soybean,5295.28
2025-11-19,Bhopal,Soybean,5303.99
2025-11-20,Bhopal,Soybean,5269.11
2025-11-21,Bhopal,Soybean,5191.13
2025-11-22,Bhopal,Soybean,5229.83
2025-11-23,Bhopal,Soybean,5192.42
2025-11-24,Bhopal,Soybean,5323.14
2025-11-25,Bhopal,Soybean,5258.67
2025-11-26,Bhopal,Soybean,5288.76
2025-11-27,Bhopal,Soybean,5259.56
2025-11-28,Bhopal,Soybean,5272.59
2025-11-29,Bhopal,Soybean,5263.19
2025-11-30,Bhopal,Soybean,5292.76
2025-12-01,Bhopal,Soybean,5174.87
2025-12-02,Bhopal,Soybean,5237.98
2025-12-03,Bhopal,Soybean,5207.14
2025-12-04,Bhopal,Soybean,5268.14
2025-12-05,Bhopal,Soybean,5177.79
2025-12-06,Bhopal,Soybean,5213.08
2025-12-07,Bhopal,Soybean,5204.4
2025-12-08,Bhopal,Soybean,5194.81
2025-12-09,Bhopal,Soybean,5164.38
2025-12-10,Bhopal,Soybean,5167.7
2025-12-11,Bhopal,Soybean,5195.99
2025-12-12,Bhopal,Soybean,5130.66
2025-12-13,Bhopal,Soybean,5119.73
2025-12-14,Bhopal,Soybean,5183.38
2025-12-15,Bhopal,Soybean,5190.7
2025-12-16,Bhopal,Soybean,5176.7
2025-12-17,Bhopal,Soybean,5052.97
2025-12-18,Bhopal,Soybean,5269.92
2025-12-19,Bhopal,Soybean,5106.8
2025-12-20,Bhopal,Soybean,5026.07
2025-12-21,Bhopal,Soybean,5040.59
2025-12-22,Bhopal,Soybean,5137.35
2025-12-23,Bhopal,Soybean,5024.1
2025-12-24,Bhopal,Soybean,5115.42
2025-12-25,Bhopal,Soybean,5060.53
2025-12-26,Bhopal,Soybean,5081.78
2025-12-27,Bhopal,Soybean,5124.91
2025-12-28,Bhopal,Soybean,5090.73
2025-12-29,Bhopal,Soybean,5102.96
2025-12-30,Bhopal,Soybean,4998.15
2025-12-31,Bhopal,Soybean,5040.66
2026-01-01,Bhopal,Soybean,4990.19
2026-01-02,Bhopal,Soybean,5048.64
2026-01-03,Bhopal,Soybean,4920.47
2026-01-04,Bhopal,Soybean,5008.69
2026-01-05,Bhopal,Soybean,5016.45
2026-01-06,Bhopal,Soybean,5014.37
2026-01-07,Bhopal,Soybean,5066.59
2026-01-08,Bhopal,Soybean,4930.27
2026-01-09,Bhopal,Soybean,5027.12
2026-01-10,Bhopal,Soybean,4953.83
2026-01-11,Bhopal,Soybean,4936.83
2026-01-12,Bhopal,Soybean,4993.34
2026-01-13,Bhopal,Soybean,4966.15
2026-01-14,Bhopal,Soybean,4902.27
2026-01-15,Bhopal,Soybean,4926.9
2026-01-16,Bhopal,Soybean,4911.08
2026-01-17,Bhopal,Soybean,4824.6
2026-01-18,Bhopal,Soybean,4946.38
2026-01-19,Bhopal,Soybean,5082.96
2026-01-20,Bhopal,Soybean,4892.0
2026-01-21,Bhopal,Soybean,4938.4
2026-01-22,Bhopal,Soybean,4833.2
2026-01-23,Bhopal,Soybean,4830.22
2026-01-24,Bhopal,Soybean,4806.41
2026-01-25,Bhopal,Soybean,4863.94
2026-01-26,Bhopal,Soybean,4893.5
2026-01-27,Bhopal,Soybean,4983.4
2026-01-28,Bhopal,Soybean,4788.53
2026-01-29,Bhopal,Soybean,4860.14
2026-01-30,Bhopal,Soybean,4946.69
2026-01-31,Bhopal,Soybean,4944.5
2026-02-01,Bhopal,Soybean,4816.97
2026-02-02,Bhopal,Soybean,4921.77
2026-02-03,Bhopal,Soybean,4903.25
2026-02-04,Bhopal,Soybean,4907.0
2026-02-05,Bhopal,Soybean,4945.41
2026-02-06,Bhopal,Soybean,4910.69
2026-02-07,Bhopal,Soybean,4908.73
2026-02-08,Bhopal,Soybean,4904.38
2026-02-09,Bhopal,Soybean,4897.63
2026-02-10,Bhopal,Soybean,4965.09
2026-02-11,Bhopal,Soybean,5011.04
2026-02-12,Bhopal,Soybean,4986.76
2026-02-13,Bhopal,Soybean,5003.85
2026-02-14,Bhopal,Soybean,4946.51
2026-02-15,Bhopal,Soybean,5042.16
2026-02-16,Bhopal,Soybean,5011.6
2026-02-17,Bhopal,Soybean,4982.2
2026-02-18,Bhopal,Soybean,4971.74
2026-02-19,Bhopal,Soybean,5025.37
2026-02-20,Bhopal,Soybean,5037.92
2026-02-21,Bhopal,Soybean,5022.53
2026-02-22,Bhopal,Soybean,4904.97
2026-02-23,Bhopal,Soybean,5110.81
2026-02-24,Bhopal,Soybean,5065.31
2026-02-25,Bhopal,Soybean,4988.35
2026-02-26,Bhopal,Soybean,5110.49
2026-02-27,Bhopal,Soybean,5049.13
2026-02-28,Bhopal,Soybean,5103.83
2026-03-01,Bhopal,Soybean,5075.56
2026-03-02,Bhopal,Soybean,5104.5
2026-03-03,Bhopal,Soybean,5137.84
2026-03-04,Bhopal,Soybean,5236.75
2026-03-05,Bhopal,Soybean,5168.29
2026-03-06,Bhopal,Soybean,5222.92
2026-03-07,Bhopal,Soybean,5168.93
2026-03-08,Bhopal,Soybean,5139.06
2026-03-09,Bhopal,Soybean,5113.82
2026-03-10,Bhopal,Soybean,5159.57
2026-03-11,Bhopal,Soybean,5188.93
2026-03-12,Bhopal,Soybean,5142.52
2026-03-13,Bhopal,Soybean,5230.14
2026-03-14,Bhopal,Soybean,5247.44
2026-03-15,Bhopal,Soybean,5159.55
2026-03-16,Bhopal,Soybean,5295.33
2026-03-17,Bhopal,Soybean,5252.07
2026-03-18,Bhopal,Soybean,5245.63
2026-03-19,Bhopal,Soybean,5236.0
2026-03-20,Bhopal,Soybean,5242.45
2026-03-21,Bhopal,Soybean,5403.78
2026-03-22,Bhopal,Soybean,5259.85
2026-03-23,Bhopal,Soybean,5332.14
2026-03-24,Bhopal,Soybean,5255.56
2025-06-18,Sehore,Soybean,5112.05
2025-06-19,Sehore,Soybean,5090.85
2025-06-20,Sehore,Soybean,5049.13
2025-06-21,Sehore,Soybean,5006.45
2025-06-22,Sehore,Soybean,5098.1
2025-06-23,Sehore,Soybean,5158.78
2025-06-24,Sehore,Soybean,5067.1
2025-06-25,Sehore,Soybean,5136.52
2025-06-26,Sehore,Soybean,5219.25
2025-06-27,Sehore,Soybean,5170.48
2025-06-28,Sehore,Soybean,5177.87
2025-06-29,Sehore,Soybean,5153.25
2025-06-30,Sehore,Soybean,5131.76
2025-07-01,Sehore,Soybean,5132.94
2025-07-02,Sehore,Soybean,5228.81
2025-07-03,Sehore,Soybean,5196.18
2025-07-04,Sehore,Soybean,5141.92
2025-07-05,Sehore,Soybean,5244.08
2025-07-06,Sehore,Soybean,5221.77
2025-07-07,Sehore,Soybean,5207.53
2025-07-08,Sehore,Soybean,5180.88
2025-07-09,Sehore,Soybean,5197.3
2025-07-10,Sehore,Soybean,5042.06
2025-07-11,Sehore,Soybean,5141.58
2025-07-12,Sehore,Soybean,5121.48
2025-07-13,Sehore,Soybean,5227.72
2025-07-14,Sehore,Soybean,5188.44
2025-07-15,Sehore,Soybean,5152.64
2025-07-16,Sehore,Soybean,5119.24
2025-07-17,Sehore,Soybean,5208.2
2025-07-18,Sehore,Soybean,5074.46
2025-07-19,Sehore,Soybean,5107.77
2025-07-20,Sehore,Soybean,5147.87
2025-07-21,Sehore,Soybean,5048.47
2025-07-22,Sehore,Soybean,5144.06
2025-07-23,Sehore,Soybean,5086.6
2025-07-24,Sehore,Soybean,5251.55
2025-07-25,Sehore,Soybean,5108.04
2025-07-26,Sehore,Soybean,5114.73
2025-07-27,Sehore,Soybean,5143.13
2025-07-28,Sehore,Soybean,5018.14
2025-07-29,Sehore,Soybean,5133.34
2025-07-30,Sehore,Soybean,5062.73
2025-07-31,Sehore,Soybean,5035.2
2025-08-01,Sehore,Soybean,5058.69
2025-08-02,Sehore,Soybean,5106.96
2025-08-03,Sehore,Soybean,5081.53
2025-08-04,Sehore,Soybean,5008.81
2025-08-05,Sehore,Soybean,4975.29
2025-08-06,Sehore,Soybean,4905.94
2025-08-07,Sehore,Soybean,5031.95
2025-08-08,Sehore,Soybean,5022.1
2025-08-09,Sehore,Soybean,5030.66
2025-08-10,Sehore,Soybean,4843.63
2025-08-11,Sehore,Soybean,4913.9
2025-08-12,Sehore,Soybean,5050.6
2025-08-13,Sehore,Soybean,4988.63
2025-08-14,Sehore,Soybean,5050.35
2025-08-15,Sehore,Soybean,4945.43
2025-08-16,Sehore,Soybean,4815.03
2025-08-17,Sehore,Soybean,4953.9
2025-08-18,Sehore,Soybean,4927.62
2025-08-19,Sehore,Soybean,4966.11
2025-08-20,Sehore,Soybean,4981.28
2025-08-21,Sehore,Soybean,4885.12
2025-08-22,Sehore,Soybean,4819.77
2025-08-23,Sehore,Soybean,4823.36
2025-08-24,Sehore,Soybean,4896.52
2025-08-25,Sehore,Soybean,4885.82
2025-08-26,Sehore,Soybean,4834.1
2025-08-27,Sehore,Soybean,4802.4
2025-08-28,Sehore,Soybean,4761.14
2025-08-29,Sehore,Soybean,4828.3
2025-08-30,Sehore,Soybean,4882.63
2025-08-31,Sehore,Soybean,4791.87
2025-09-01,Sehore,Soybean,4840.66
2025-09-02,Sehore,Soybean,4857.23
2025-09-03,Sehore,Soybean,4782.55
2025-09-04,Sehore,Soybean,4818.96
2025-09-05,Sehore,Soybean,4908.39
2025-09-06,Sehore,Soybean,4843.61
2025-09-07,Sehore,Soybean,4793.82
2025-09-08,Sehore,Soybean,4714.7
2025-09-09,Sehore,Soybean,4767.91
2025-09-10,Sehore,Soybean,4854.2
2025-09-11,Sehore,Soybean,4777.72
2025-09-12,Sehore,Soybean,4893.69
2025-09-13,Sehore,Soybean,4780.14
2025-09-14,Sehore,Soybean,4816.1
2025-09-15,Sehore,Soybean,4785.56
2025-09-16,Sehore,Soybean,4865.52
2025-09-17,Sehore,Soybean,4737.31
2025-09-18,Sehore,Soybean,4740.61
2025-09-19,Sehore,Soybean,4905.12
2025-09-20,Sehore,Soybean,4799.6
2025-09-21,Sehore,Soybean,4808.95
2025-09-22,Sehore,Soybean,4878.0
2025-09-23,Sehore,Soybean,4835.8
2025-09-24,Sehore,Soybean,4794.06
2025-09-25,Sehore,Soybean,4904.69
2025-09-26,Sehore,Soybean,4752.44
2025-09-27,Sehore,Soybean,4884.83
2025-09-28,Sehore,Soybean,4819.42
2025-09-29,Sehore,Soybean,4863.91
2025-09-30,Sehore,Soybean,4966.02
2025-10-01,Sehore,Soybean,4874.33
2025-10-02,Sehore,Soybean,4864.15
2025-10-03,Sehore,Soybean,4831.3
2025-10-04,Sehore,Soybean,4830.25
2025-10-05,Sehore,Soybean,4946.82
2025-10-06,Sehore,Soybean,4917.41
2025-10-07,Sehore,Soybean,5029.53
2025-10-08,Sehore,Soybean,4854.17
2025-10-09,Sehore,Soybean,4957.9
2025-10-10,Sehore,Soybean,4903.67
2025-10-11,Sehore,Soybean,4953.9
2025-10-12,Sehore,Soybean,4980.99
2025-10-13,Sehore,Soybean,4933.43
2025-10-14,Sehore,Soybean,5050.39
2025-10-15,Sehore,Soybean,5023.46
2025-10-16,Sehore,Soybean,5064.53
2025-10-17,Sehore,Soybean,5086.22
2025-10-18,Sehore,Soybean,5030.52
2025-10-19,Sehore,Soybean,5041.06
