date,region,lat,lon,rainfall,temperature,humidity,ndvi,pest_level,crop,state,cluster,climate_risk,pest_risk,total_risk,outbreak_flag,risk_target,risk_label
2025-11-12,Bhopal,23.2599,77.4126,21.31,32.06,76.27,0.6765,61.42,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.73,56.73,48.33,0,51.55,1
2025-11-13,Bhopal,23.2599,77.4126,23.1,35.02,74.0,0.5855,74.99,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,46.51,68.06,55.13,1,66.42,2
2025-11-14,Bhopal,23.2599,77.4126,20.32,33.09,74.32,0.6506,68.92,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,45.09,61.45,51.63,0,57.6,1
2025-11-15,Bhopal,23.2599,77.4126,27.79,32.49,72.9,0.6167,55.58,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.68,54.1,43.05,0,46.02,1
2025-11-16,Bhopal,23.2599,77.4126,27.9,30.56,74.19,0.6738,64.02,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.68,55.32,41.14,0,42.83,1
2025-11-17,Bhopal,23.2599,77.4126,25.53,29.14,80.0,0.666,67.94,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.87,58.15,44.78,0,43.35,1
2025-11-18,Bhopal,23.2599,77.4126,30.23,31.88,58.98,0.6169,53.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.4,47.38,34.19,0,37.66,1
2025-11-19,Bhopal,23.2599,77.4126,28.0,32.85,69.75,0.7048,65.54,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.54,56.42,41.49,0,48.44,1
2025-11-20,Bhopal,23.2599,77.4126,23.07,36.98,70.9,0.6573,57.64,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,45.56,59.07,50.97,0,61.81,2
2025-11-21,Bhopal,23.2599,77.4126,28.32,33.12,70.54,0.6737,76.04,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.95,62.96,44.96,1,54.94,1
2025-11-22,Bhopal,23.2599,77.4126,23.3,34.94,66.21,0.66,75.54,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.48,63.41,49.05,0,61.91,2
2025-11-23,Bhopal,23.2599,77.4126,30.91,31.37,58.27,0.6854,56.6,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.98,47.05,32.61,0,37.31,1
2025-11-24,Bhopal,23.2599,77.4126,27.4,29.59,67.65,0.7268,62.69,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.49,49.58,35.12,0,37.47,1
2025-11-25,Bhopal,23.2599,77.4126,27.03,29.86,73.59,0.7126,43.46,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.14,43.13,35.34,0,32.95,1
2025-11-26,Bhopal,23.2599,77.4126,25.17,30.14,56.21,0.7321,46.3,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.55,40.31,32.05,0,32.7,1
2025-11-27,Bhopal,23.2599,77.4126,32.86,36.4,67.12,0.7245,63.24,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.43,58.18,42.73,0,59.53,1
2025-11-28,Bhopal,23.2599,77.4126,27.38,29.29,60.07,0.771,46.8,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.03,37.54,27.04,0,28.86,0
2025-11-29,Bhopal,23.2599,77.4126,26.27,32.75,60.32,0.7172,65.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.64,52.02,37.39,0,50.04,1
2025-11-30,Bhopal,23.2599,77.4126,26.51,28.36,54.29,0.6945,70.14,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.54,51.58,35.35,0,41.27,1
2025-12-01,Bhopal,23.2599,77.4126,29.95,32.16,56.82,0.7651,47.33,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,23.12,42.73,30.96,0,40.53,1
2025-12-02,Bhopal,23.2599,77.4126,29.13,30.47,63.94,0.7279,52.34,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.63,43.89,31.14,0,39.42,1
2025-12-03,Bhopal,23.2599,77.4126,29.12,28.77,59.32,0.7756,56.4,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,17.57,41.95,27.32,0,35.26,1
2025-12-04,Bhopal,23.2599,77.4126,28.95,28.57,64.07,0.7544,69.65,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,19.41,49.78,31.56,0,42.78,1
2025-12-05,Bhopal,23.2599,77.4126,35.51,26.66,60.32,0.7425,44.12,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,13.4,33.17,21.31,0,24.88,0
2025-12-06,Bhopal,23.2599,77.4126,25.0,28.69,55.69,0.7521,55.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.33,42.99,31.8,0,41.16,1
2025-12-07,Bhopal,23.2599,77.4126,24.21,26.1,61.32,0.804,66.84,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,19.66,44.11,29.44,0,38.39,1
2025-12-08,Bhopal,23.2599,77.4126,22.6,23.8,53.94,0.8105,33.93,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.8,26.81,23.2,0,20.29,0
2025-12-09,Bhopal,23.2599,77.4126,27.89,23.15,55.07,0.7491,38.31,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,13.03,27.72,18.91,0,18.34,0
2025-12-10,Bhopal,23.2599,77.4126,29.47,25.94,48.69,0.7433,45.21,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,19.19,37.51,26.52,0,32.99,1
2025-12-11,Bhopal,23.2599,77.4126,23.99,28.64,49.81,0.762,46.77,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,28.79,41.05,33.7,0,45.52,1
2025-12-12,Bhopal,23.2599,77.4126,20.55,24.83,45.34,0.708,53.66,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.91,42.49,35.54,0,41.78,1
2025-12-13,Bhopal,23.2599,77.4126,20.06,23.65,53.19,0.7413,50.37,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.22,35.34,28.67,0,34.59,1
2025-12-14,Bhopal,23.2599,77.4126,25.37,24.05,41.83,0.7249,30.45,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.61,31.08,27.8,0,30.02,1
2025-12-15,Bhopal,23.2599,77.4126,25.14,25.87,51.18,0.7262,54.07,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,23.23,41.13,30.39,0,44.02,1
2025-12-16,Bhopal,23.2599,77.4126,23.71,22.85,45.92,0.6921,41.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.4,33.97,28.23,0,33.29,1
2025-12-17,Bhopal,23.2599,77.4126,18.23,20.89,52.41,0.6673,57.76,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.88,37.4,29.89,0,36.2,1
2025-12-18,Bhopal,23.2599,77.4126,21.17,23.89,50.06,0.6403,44.9,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,28.11,36.27,31.37,0,40.96,1
2025-12-19,Bhopal,23.2599,77.4126,20.04,21.86,55.24,0.6663,44.47,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.64,30.77,25.89,0,33.61,1
2025-12-20,Bhopal,23.2599,77.4126,19.78,23.95,49.68,0.6749,53.29,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,29.0,40.01,33.4,0,47.05,1
2025-12-21,Bhopal,23.2599,77.4126,21.71,20.41,38.14,0.6796,47.23,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.89,37.4,31.7,0,37.28,1
2025-12-22,Bhopal,23.2599,77.4126,18.44,16.76,45.71,0.7463,42.88,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,21.76,27.64,24.11,0,23.62,0
2025-12-23,Bhopal,23.2599,77.4126,19.59,16.04,40.3,0.7151,23.8,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.45,21.04,23.09,0,16.46,0
2025-12-24,Bhopal,23.2599,77.4126,16.47,22.63,43.76,0.632,50.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.55,40.51,37.53,0,49.77,1
2025-12-25,Bhopal,23.2599,77.4126,16.7,22.46,54.17,0.6636,41.46,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,28.13,30.53,29.09,0,41.42,1
2025-12-26,Bhopal,23.2599,77.4126,17.41,17.79,50.13,0.6422,46.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,23.56,29.61,25.98,0,31.22,1
2025-12-27,Bhopal,23.2599,77.4126,8.42,17.05,43.85,0.6393,30.09,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.73,24.18,32.31,0,29.73,0
2025-12-28,Bhopal,23.2599,77.4126,12.35,21.05,42.75,0.6372,48.16,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.41,37.54,38.06,0,48.4,1
2025-12-29,Bhopal,23.2599,77.4126,11.15,14.94,48.52,0.6543,34.67,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.42,24.17,28.52,0,24.83,0
2025-12-30,Bhopal,23.2599,77.4126,9.9,15.26,42.87,0.6169,29.82,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.23,24.91,32.3,0,27.08,0
2025-12-31,Bhopal,23.2599,77.4126,10.8,18.66,46.25,0.6443,49.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.42,33.55,34.07,0,41.9,1
2026-01-01,Bhopal,23.2599,77.4126,17.36,16.18,51.88,0.5753,47.46,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.63,30.7,27.06,0,31.21,1
2026-01-02,Bhopal,23.2599,77.4126,7.43,17.01,56.86,0.6004,42.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.61,25.69,29.85,0,33.68,1
2026-01-03,Bhopal,23.2599,77.4126,14.3,16.62,54.95,0.6715,56.35,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,23.56,31.91,26.9,0,34.92,1
2026-01-04,Bhopal,23.2599,77.4126,3.27,17.79,41.31,0.5908,38.8,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,46.64,30.59,40.22,0,41.48,1
2026-01-05,Bhopal,23.2599,77.4126,8.28,20.3,55.2,0.6152,49.72,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.58,32.49,34.34,0,45.99,1
2026-01-06,Bhopal,23.2599,77.4126,9.92,17.35,54.98,0.5742,49.97,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.57,30.65,31.2,0,37.28,1
2026-01-07,Bhopal,23.2599,77.4126,11.3,18.75,57.67,0.5799,45.02,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,29.38,27.85,28.76,0,36.86,1
2026-01-08,Bhopal,23.2599,77.4126,11.53,12.71,64.69,0.567,51.59,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,29.72,31.46,30.42,0,26.52,0
2026-01-09,Bhopal,23.2599,77.4126,11.64,17.5,47.32,0.5485,41.27,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.71,30.1,32.87,0,35.15,1
2026-01-10,Bhopal,23.2599,77.4126,6.89,15.9,55.74,0.5284,44.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.04,28.61,33.07,0,32.35,1
2026-01-11,Bhopal,23.2599,77.4126,6.29,15.3,62.72,0.5613,60.34,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.88,35.11,34.97,0,36.49,1
2026-01-12,Bhopal,23.2599,77.4126,11.48,16.37,52.93,0.5165,39.26,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.65,27.33,30.52,0,28.75,0
2026-01-13,Bhopal,23.2599,77.4126,7.24,17.94,69.3,0.5552,35.24,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.71,25.5,32.83,0,31.88,1
2026-01-14,Bhopal,23.2599,77.4126,2.9,21.17,64.85,0.5582,68.39,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.9,44.07,44.57,0,56.3,1
2026-01-15,Bhopal,23.2599,77.4126,3.52,16.39,68.32,0.5435,73.47,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.84,44.43,42.88,0,45.43,1
2026-01-16,Bhopal,23.2599,77.4126,4.47,19.91,62.3,0.5148,51.23,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.02,33.69,38.09,0,42.19,1
2026-01-17,Bhopal,23.2599,77.4126,10.27,19.15,70.28,0.5369,40.95,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.01,30.58,34.44,0,33.97,1
2026-01-18,Bhopal,23.2599,77.4126,9.03,19.96,72.59,0.5114,56.23,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.76,40.73,41.35,0,44.18,1
2026-01-19,Bhopal,23.2599,77.4126,11.45,23.49,69.43,0.5411,57.5,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.53,43.83,42.45,0,51.98,1
2026-01-20,Bhopal,23.2599,77.4126,7.25,22.9,70.42,0.4594,60.2,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,48.56,46.5,47.74,0,54.17,1
2026-01-21,Bhopal,23.2599,77.4126,9.9,25.24,71.55,0.5002,54.29,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,48.4,46.14,47.5,0,56.22,1
2026-01-22,Bhopal,23.2599,77.4126,12.12,22.32,66.79,0.4575,64.45,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.99,46.38,42.55,0,48.35,1
2026-01-23,Bhopal,23.2599,77.4126,8.77,21.6,71.24,0.4755,64.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.83,47.16,45.76,0,47.97,1
2026-01-24,Bhopal,23.2599,77.4126,12.26,23.22,72.04,0.5603,48.17,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.1,39.56,40.48,0,41.67,1
2026-01-25,Bhopal,23.2599,77.4126,8.24,24.83,75.49,0.5457,68.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,50.61,53.7,51.85,0,58.17,1
2026-01-26,Bhopal,23.2599,77.4126,9.93,25.22,79.3,0.4998,82.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,52.78,63.66,57.13,0,65.69,2
2026-01-27,Bhopal,23.2599,77.4126,10.38,22.86,69.67,0.4848,62.13,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.66,46.59,44.83,0,44.6,1
2026-01-28,Bhopal,23.2599,77.4126,7.67,26.11,74.94,0.4387,64.15,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,56.09,54.84,55.59,0,58.61,1
2026-01-29,Bhopal,23.2599,77.4126,14.98,26.96,83.52,0.5143,68.0,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,51.47,59.99,54.88,0,59.96,1
2026-01-30,Bhopal,23.2599,77.4126,11.75,32.75,72.87,0.5968,72.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,55.37,63.42,58.59,1,75.44,2
2026-01-31,Bhopal,23.2599,77.4126,14.3,31.8,72.89,0.5447,54.52,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,52.54,54.14,53.18,0,62.97,2
2026-02-01,Bhopal,23.2599,77.4126,16.81,26.03,78.36,0.5323,67.13,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.46,55.83,49.0,0,50.17,1
2026-02-02,Bhopal,23.2599,77.4126,17.33,27.83,81.84,0.5658,64.82,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,47.53,57.74,51.62,0,54.14,1
2026-02-03,Bhopal,23.2599,77.4126,18.86,25.6,77.87,0.5161,80.43,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.63,62.05,49.8,0,51.67,1
2026-02-04,Bhopal,23.2599,77.4126,16.48,28.07,84.59,0.556,68.1,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,50.75,61.06,54.87,0,55.89,1
2026-02-05,Bhopal,23.2599,77.4126,15.85,30.6,82.28,0.5701,83.78,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,53.54,70.79,60.44,1,69.02,2
2026-02-06,Bhopal,23.2599,77.4126,17.91,33.06,82.19,0.5671,63.8,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,54.86,63.89,58.47,0,66.1,2
2026-02-07,Bhopal,23.2599,77.4126,12.15,29.01,80.66,0.6091,72.11,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,53.37,61.49,56.62,0,57.62,1
2026-02-08,Bhopal,23.2599,77.4126,13.79,29.55,89.36,0.6025,74.09,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,57.44,67.02,61.27,0,61.85,2
2026-02-09,Bhopal,23.2599,77.4126,14.95,26.46,76.46,0.6264,56.12,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.36,48.16,45.28,0,37.8,1
2026-02-10,Bhopal,23.2599,77.4126,16.91,31.33,67.15,0.584,66.1,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.33,56.1,49.04,0,53.34,1
2026-02-11,Bhopal,23.2599,77.4126,23.14,29.54,84.81,0.6432,78.39,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.69,66.39,52.17,0,54.72,1
2026-02-12,Bhopal,23.2599,77.4126,18.54,31.02,74.06,0.6704,62.41,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.32,55.1,48.03,0,49.7,1
2026-02-13,Bhopal,23.2599,77.4126,21.26,30.43,76.37,0.6017,53.6,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.64,52.32,46.51,0,44.25,1
2026-02-14,Bhopal,23.2599,77.4126,28.55,32.41,81.8,0.6083,70.74,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.01,65.56,50.23,1,55.91,1
2026-02-15,Bhopal,23.2599,77.4126,22.49,28.73,66.61,0.6903,52.31,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.42,43.59,35.69,0,31.89,1
2026-02-16,Bhopal,23.2599,77.4126,27.4,29.51,67.67,0.6508,58.88,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.66,49.1,36.23,0,35.69,1
2026-02-17,Bhopal,23.2599,77.4126,21.22,37.86,65.17,0.6896,66.3,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.8,61.4,51.44,0,66.54,2
2026-02-18,Bhopal,23.2599,77.4126,24.6,30.03,68.4,0.6574,48.56,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.92,44.77,37.06,0,34.07,1
2026-02-19,Bhopal,23.2599,77.4126,22.06,30.47,73.72,0.7207,50.21,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.69,47.16,40.88,0,38.2,1
2026-02-20,Bhopal,23.2599,77.4126,24.9,37.18,73.25,0.6745,73.83,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.56,68.08,53.97,1,69.11,2
2026-02-21,Bhopal,23.2599,77.4126,29.98,39.57,71.08,0.6802,66.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.45,64.58,48.9,0,68.82,2
2026-02-22,Bhopal,23.2599,77.4126,20.04,30.08,61.67,0.7448,36.85,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.85,34.34,32.25,0,27.77,0
2026-02-23,Bhopal,23.2599,77.4126,28.97,31.79,56.18,0.6896,64.32,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.88,52.24,36.43,0,42.96,1
2026-02-24,Bhopal,23.2599,77.4126,28.42,33.24,66.98,0.6749,66.18,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.94,56.63,41.22,0,50.42,1
2026-02-25,Bhopal,23.2599,77.4126,25.29,36.21,63.3,0.6889,59.07,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.53,54.93,43.89,0,57.09,1
2026-02-26,Bhopal,23.2599,77.4126,22.03,29.72,66.89,0.7337,48.88,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.3,42.37,35.73,0,34.74,1
2026-02-27,Bhopal,23.2599,77.4126,28.21,31.15,67.03,0.6746,68.89,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,28.09,55.4,39.02,0,46.75,1
2026-02-28,Bhopal,23.2599,77.4126,25.87,33.19,63.13,0.7405,63.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,29.68,52.3,38.73,0,50.07,1
2026-03-01,Bhopal,23.2599,77.4126,28.93,32.06,65.15,0.7108,80.41,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.46,60.77,40.18,0,54.42,1
2026-03-02,Bhopal,23.2599,77.4126,28.06,29.83,61.42,0.7687,59.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.82,45.3,30.61,0,37.49,1
2026-03-03,Bhopal,23.2599,77.4126,34.3,29.99,61.85,0.6644,62.47,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,21.61,48.73,32.46,0,40.79,1
2026-03-04,Bhopal,23.2599,77.4126,26.81,26.72,54.61,0.7209,50.86,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.75,39.22,28.14,0,28.08,0
2026-03-05,Bhopal,23.2599,77.4126,23.51,28.89,56.19,0.6908,62.02,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.86,47.44,35.69,0,42.4,1
2026-03-06,Bhopal,23.2599,77.4126,28.11,28.37,57.06,0.7183,59.68,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.39,44.7,30.11,0,37.65,1
2026-03-07,Bhopal,23.2599,77.4126,28.02,29.03,59.18,0.7493,65.36,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,19.34,46.83,30.34,0,42.01,1
2026-03-08,Bhopal,23.2599,77.4126,32.28,26.73,52.15,0.7407,46.56,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,17.86,37.74,25.81,0,29.26,0
2026-03-09,Bhopal,23.2599,77.4126,29.85,28.58,55.8,0.7338,50.5,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,18.93,40.6,27.6,0,36.83,1
2026-03-10,Bhopal,23.2599,77.4126,27.56,29.3,50.98,0.7337,48.86,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.44,42.75,32.36,0,42.37,1
2026-03-11,Bhopal,23.2599,77.4126,31.57,26.8,50.88,0.7475,56.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,18.49,43.18,28.36,0,37.56,1
2026-03-12,Bhopal,23.2599,77.4126,20.51,26.72,54.82,0.7087,64.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,28.35,46.23,35.5,0,45.98,1
2026-03-13,Bhopal,23.2599,77.4126,22.23,25.49,39.97,0.7596,40.63,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.75,38.26,34.35,0,36.5,1
2026-03-14,Bhopal,23.2599,77.4126,20.57,24.82,42.77,0.756,41.53,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.08,36.67,33.32,0,35.78,1
2026-03-15,Bhopal,23.2599,77.4126,22.17,22.62,41.21,0.7479,45.1,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.87,36.42,30.69,0,31.41,1
2026-03-16,Bhopal,23.2599,77.4126,17.66,24.47,36.39,0.7448,40.38,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.75,38.5,38.05,0,40.33,1
2026-03-17,Bhopal,23.2599,77.4126,25.11,22.99,44.17,0.735,52.02,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.69,39.33,29.34,0,35.66,1
2026-03-18,Bhopal,23.2599,77.4126,21.07,27.5,50.87,0.7727,32.08,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,29.89,31.83,30.66,0,41.55,1
2026-03-19,Bhopal,23.2599,77.4126,15.44,25.79,45.34,0.7066,41.42,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.35,37.6,38.05,0,46.93,1
2026-03-20,Bhopal,23.2599,77.4126,16.62,22.56,47.46,0.7003,39.96,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.11,32.05,31.48,0,35.95,1
2026-03-21,Bhopal,23.2599,77.4126,21.27,19.43,51.69,0.6866,26.95,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,18.98,20.09,19.43,0,17.87,0
2026-03-22,Bhopal,23.2599,77.4126,22.7,18.16,52.73,0.674,37.43,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,15.19,23.55,18.53,0,18.64,0
2026-03-23,Bhopal,23.2599,77.4126,26.66,23.01,45.67,0.6508,39.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.58,34.29,27.26,0,36.98,1
2026-03-24,Bhopal,23.2599,77.4126,29.66,20.45,52.77,0.6592,45.92,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,10.93,30.94,18.93,0,28.34,0
2025-11-05,Sehore,23.2032,77.085,32.19,34.17,61.14,0.5784,72.89,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.05,60.58,42.26,0,53.85,1
2025-11-06,Sehore,23.2032,77.085,26.58,29.42,52.24,0.5821,57.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.59,49.89,38.31,0,35.46,1
2025-11-07,Sehore,23.2032,77.085,23.22,32.91,62.12,0.5603,71.0,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,37.18,58.84,45.84,0,58.03,1
2025-11-08,Sehore,23.2032,77.085,26.85,28.18,65.73,0.5931,57.54,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.93,47.09,34.99,0,44.03,1
2025-11-09,Sehore,23.2032,77.085,30.97,28.2,65.01,0.6027,60.21,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.58,47.95,32.73,0,35.42,1
2025-11-10,Sehore,23.2032,77.085,22.52,28.22,67.38,0.6081,60.52,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.53,49.04,39.13,0,43.19,1
2025-11-11,Sehore,23.2032,77.085,22.4,34.17,58.26,0.6656,54.88,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.65,50.09,42.02,0,47.2,1
2025-11-12,Sehore,23.2032,77.085,27.86,28.29,67.99,0.6294,66.51,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.12,51.95,36.45,0,45.73,1
2025-11-13,Sehore,23.2032,77.085,24.28,24.17,65.86,0.6414,61.66,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.53,43.23,30.81,0,38.6,1
2025-11-14,Sehore,23.2032,77.085,27.27,27.48,65.97,0.5872,65.5,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.7,50.41,35.59,0,44.05,1
2025-11-15,Sehore,23.2032,77.085,24.1,23.88,73.71,0.6384,71.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.89,51.31,36.66,0,45.92,1
2025-11-16,Sehore,23.2032,77.085,26.42,23.04,77.7,0.6667,71.17,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.35,51.14,35.06,0,46.66,1
2025-11-17,Sehore,23.2032,77.085,18.9,25.72,80.19,0.6562,60.17,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.88,50.26,43.43,0,55.81,1
